year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,event_link,event_link_english,title_english,Politics,Social,Natural Disaster,Science,Art,Sports
964,7,30,اعزام شدن حمزه میرزای صفوی، با لشکریان محلی اصفهان، فارس، یزد و کرمان، به سمت مرزهای شمالی، برای جنگ با عثمانی,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}, {'text': 'حمزه میرزای صفوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D8%B2%D9%87_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7'}, {'text': 'عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'لشکریان', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%B4%DA%A9%D8%B1%DB%8C%D8%A7%D9%86'}, {'text': 'کرمان', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D8%B1%D9%85%D8%A7%D9%86'}, {'text': 'یزد', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D8%B2%D8%AF'}]",1585,10,22,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D8%B2%D9%87_%D9%85%DB%8C%D8%B1%D8%B2%D8%A7,https://en.wikipedia.org/wiki/Hamza_Mirza,Hamza Mirza,1.0,,,,,
969,2,31,منعقد شدن عهدنامه فرهاد پاشا در میان دودمان صفوی با امپراتوری عثمانی,"[{'text': 'عهدنامه فرهاد پاشا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D9%BE%D8%A7%D8%B4%D8%A7'}]",1590,5,21,https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D9%81%D8%B1%D9%87%D8%A7%D8%AF_%D9%BE%D8%A7%D8%B4%D8%A7,https://en.wikipedia.org/wiki/Treaty_of_Constantinople_(1590),Treaty of Constantinople (1590),,,,,,
973,6,29,ابوریحان بیرونی، همه چیزدان,"[{'text': 'ابوریحان بیرونی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%B1%DB%8C%D8%AD%D8%A7%D9%86_%D8%A8%DB%8C%D8%B1%D9%88%D9%86%DB%8C'}]",1594,9,20,https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%B1%DB%8C%D8%AD%D8%A7%D9%86_%D8%A8%DB%8C%D8%B1%D9%88%D9%86%DB%8C,https://en.wikipedia.org/wiki/Al-Biruni,Al-Biruni,,,,,,
977,8,21,انتخاب اصفهان به عنوان پایتخت ایران توسط شاه عباس یکم صفوی,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'شاه عباس یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A8%D8%B2%D8%B1%DA%AF'}]",1598,11,12,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87_%D8%B9%D8%A8%D8%A7%D8%B3_%D8%A8%D8%B2%D8%B1%DA%AF,https://en.wikipedia.org/wiki/Abbas_the_Great,Abbas the Great,,,,,,
991,8,30,منعقد شدن عهدنامه نصوح پاشا میان امپراتوری صفوی و امپراتوری عثمانی,"[{'text': 'عهدنامه نصوح پاشا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D9%86%D8%B5%D9%88%D8%AD_%D9%BE%D8%A7%D8%B4%D8%A7'}]",1612,11,20,https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D9%86%D8%B5%D9%88%D8%AD_%D9%BE%D8%A7%D8%B4%D8%A7,https://en.wikipedia.org/wiki/Treaty_of_Nasuh_Pasha,Treaty of Nasuh Pasha,,,,,,
997,7,4,بین ایران و امپراتوری عثمانی عهدنامه سراب امضا شد,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عهدنامه سراب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%B3%D8%B1%D8%A7%D8%A8'}]",1618,9,26,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Ottoman_Empire,Ottoman Empire,,,,,,
1001,2,10,بازپس‌گیری هرمز,"[{'text': 'بازپس\u200cگیری هرمز', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B2%D9%BE%D8%B3%E2%80%8C%DA%AF%DB%8C%D8%B1%DB%8C_%D9%87%D8%B1%D9%85%D8%B2'}]",1622,4,30,https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B2%D9%BE%D8%B3%E2%80%8C%DA%AF%DB%8C%D8%B1%DB%8C_%D9%87%D8%B1%D9%85%D8%B2,https://en.wikipedia.org/wiki/Anglo-Persian_capture_of_Hormuz,Anglo-Persian capture of Hormuz,,,,,,
1001,11,5,فتح بغداد طی نبرد شاه عباس بزرگ با امپراتوری عثمانی,[],1623,1,25,,,Conquest of Baghdad during the battle of King Abbas the Great with the Ottoman Empire,1.0,,,,,
1018,2,27,بین ایران و امپراتوری عثمانی عهدنامه زهاب امضا شد,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عهدنامه زهاب', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%B2%D9%87%D8%A7%D8%A8'}]",1639,5,17,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Ottoman_Empire,Ottoman Empire,,,,,,
1046,9,4,شهر شماخی، واقع در شمال منطقه قفقاز، به وسیله یک زلزله شدید ویران شد و ۸۰ هزار نفر در این شهر را به کام مرگ فرستاد.,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شماخی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%85%D8%A7%D8%AE%DB%8C'}, {'text': 'قفقاز', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D9%81%D9%82%D8%A7%D8%B2'}]",1667,11,25,,,"The city of you, north of the Caucasus area, was destroyed by a severe earthquake and sent 6,000 people to death.",,,1.0,,,
1070,8,2,به رسمیت شناختن حاکمیت هخامنشیان بر قبرس، در زمان اردشیر یکم (پسر خشایارشا)، با امضای قراردادی میان دولت ایران و رئیس هیئت اعزامی یونان در شوش، عهدنامه کالیاس.,"[{'text': 'اردشیر یکم', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%DB%8C%DA%A9%D9%85'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خشایارشا', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D8%B4%D8%A7%DB%8C%D8%A7%D8%B1%D8%B4%D8%A7'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'شوش', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%88%D8%B4'}, {'text': 'عهدنامه کالیاس', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%DA%A9%D8%A7%D9%84%DB%8C%D8%A7%D8%B3'}, {'text': 'قبرس', 'url': 'https://fa.wikipedia.org/wiki/%D9%82%D8%A8%D8%B1%D8%B3'}, {'text': 'هخامنشیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D9%87%D8%AE%D8%A7%D9%85%D9%86%D8%B4%DB%8C'}, {'text': 'یونان', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D9%86%D8%A7%D9%86'}]",1691,10,24,https://fa.wikipedia.org/wiki/%D8%A7%D8%B1%D8%AF%D8%B4%DB%8C%D8%B1_%DB%8C%DA%A9%D9%85,<No English page found>,"Recognizing the Achaemenid rule over Cyprus, during the reign of Ardashir I (son of Xerxes), signed a contract between the Iranian government and the head of the Greek expedition in Susa, the Calias treaty.",1.0,,,,,
1081,7,4,نبرد سالامیس میان شاهنشاهی هخامنشی و دولت شهر های یونان در ۴ و ۵ مهر,"[{'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}, {'text': 'شاهنشاهی هخامنشی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D9%87%D8%AE%D8%A7%D9%85%D9%86%D8%B4%DB%8C'}, {'text': 'نبرد سالامیس', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%B3%D8%A7%D9%84%D8%A7%D9%85%DB%8C%D8%B3'}, {'text': 'یونان', 'url': 'https://fa.wikipedia.org/wiki/%DB%8C%D9%88%D9%86%D8%A7%D9%86'}, {'text': '۵ مهر', 'url': 'https://fa.wikipedia.org/wiki/%DB%B5_%D9%85%D9%87%D8%B1'}]",1702,9,26,https://fa.wikipedia.org/wiki/%D8%B4%D8%A7%D9%87%D9%86%D8%B4%D8%A7%D9%87%DB%8C_%D9%87%D8%AE%D8%A7%D9%85%D9%86%D8%B4%DB%8C,https://en.wikipedia.org/wiki/Achaemenid_Empire,Achaemenid Empire,1.0,,,,,
1100,12,17,نبرد گلون‌آباد,"[{'text': 'نبرد گلون\u200cآباد', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%AF%D9%84%D9%88%D9%86%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF'}]",1722,3,8,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%AF%D9%84%D9%88%D9%86%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF,https://en.wikipedia.org/wiki/Battle_of_Gulnabad,Battle of Gulnabad,1.0,,,,,
1100,12,17,آغاز سقوط اصفهان,"[{'text': 'سقوط اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}]",1722,3,8,https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86,https://en.wikipedia.org/wiki/Siege_of_Isfahan,Siege of Isfahan,,,,,,
1101,8,1,پایان سقوط اصفهان,"[{'text': 'سقوط اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}]",1722,10,23,https://fa.wikipedia.org/wiki/%D8%B3%D9%82%D9%88%D8%B7_%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86,https://en.wikipedia.org/wiki/Siege_of_Isfahan,Siege of Isfahan,,,,,,
1102,6,30,بین ایران و امپراتوری روسیه پیمان سن پترزبورگ (۱۷۲۳) امضا شد,"[{'text': 'امپراتوری روسیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B1%D9%88%D8%B3%DB%8C%D9%87'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'پیمان سن پترزبورگ (۱۷۲۳)', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D9%85%D8%A7%D9%86_%D8%B3%D9%86%D8%AA_%D9%BE%D8%AA%D8%B1%D8%B2%D8%A8%D9%88%D8%B1%DA%AF_(%DB%B1%DB%B7%DB%B2%DB%B3)'}]",1723,9,21,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B1%D9%88%D8%B3%DB%8C%D9%87,https://en.wikipedia.org/wiki/Russian_Empire,Russian Empire,,,,,,
1108,8,21,نبرد مورچه خورت,"[{'text': 'نبرد مورچه خورت', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D9%88%D8%B1%DA%86%D9%87%E2%80%8C%D8%AE%D9%88%D8%B1%D8%AA'}]",1729,11,12,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D9%85%D9%88%D8%B1%DA%86%D9%87%E2%80%8C%D8%AE%D9%88%D8%B1%D8%AA,https://en.wikipedia.org/wiki/Battle_of_Murche-Khort,Battle of Murche-Khort,1.0,,,,,
1110,10,20,بسته شدن عهدنامه احمد پاشا بین دودمان صفوی از ایران و امپراتوری عثمانی,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'عهدنامه احمد پاشا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%A7%D8%AD%D9%85%D8%AF_%D9%BE%D8%A7%D8%B4%D8%A7'}]",1732,1,10,https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%A7%D8%AD%D9%85%D8%AF_%D9%BE%D8%A7%D8%B4%D8%A7,https://en.wikipedia.org/wiki/Treaty_of_Ahmet_Pasha,Treaty of Ahmet Pasha,,,,,,
1110,11,12,امضا شدن عهدنامه رشت میان ایران با امپراتوری روسیه,"[{'text': 'عهدنامه رشت', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%B1%D8%B4%D8%AA'}]",1732,2,1,https://fa.wikipedia.org/wiki/%D8%B9%D9%87%D8%AF%D9%86%D8%A7%D9%85%D9%87_%D8%B1%D8%B4%D8%AA,https://en.wikipedia.org/wiki/Treaty_of_Resht,Treaty of Resht,,,,,,
1112,8,18,نبرد آق‌دربند,"[{'text': 'نبرد آق\u200cدربند', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%DA%A9%D9%88%DA%A9_(%DB%B1%DB%B7%DB%B3%DB%B3)'}]",1733,11,9,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%DA%A9%D9%88%DA%A9_(%DB%B1%DB%B7%DB%B3%DB%B3),https://en.wikipedia.org/wiki/Battle_of_Kirkuk_(1733),Battle of Kirkuk (1733),1.0,,,,,
1113,8,12,آغاز محاصره گنجه,[],1734,11,3,,,The beginning of the siege of the closet,,,,,,
1113,12,19,انعقاد قرارداد دفاعی ایران و امپراتوری روسیه در زمان نادرشاه موسوم به پیمان گنجه,"[{'text': 'پیمان گنجه', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D9%85%D8%A7%D9%86_%DA%AF%D9%86%D8%AC%D9%87'}]",1735,3,10,https://fa.wikipedia.org/wiki/%D9%BE%DB%8C%D9%85%D8%A7%D9%86_%DA%AF%D9%86%D8%AC%D9%87,https://en.wikipedia.org/wiki/Treaty_of_Ganja,Treaty of Ganja,,,,,,
1114,3,28,نبرد یغوارد,"[{'text': 'نبرد یغوارد', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DB%8C%D8%BA%D9%88%D8%A7%D8%B1%D8%AF'}]",1735,6,18,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DB%8C%D8%BA%D9%88%D8%A7%D8%B1%D8%AF,https://en.wikipedia.org/wiki/Battle_of_Yeghev%C4%81rd,<No English name found>,1.0,,,,,
1114,4,18,پایان محاصره گنجه (۱۷۳۴),"[{'text': 'محاصره گنجه (۱۷۳۴)', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%A7%D8%B5%D8%B1%D9%87_%DA%AF%D9%86%D8%AC%D9%87_(%DB%B1%DB%B7%DB%B3%DB%B4)'}]",1735,7,9,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%A7%D8%B5%D8%B1%D9%87_%DA%AF%D9%86%D8%AC%D9%87_(%DB%B1%DB%B7%DB%B3%DB%B4),https://en.wikipedia.org/wiki/Siege_of_Ganja_(1734%E2%80%931735),<No English name found>,,,,,,
1114,12,18,نادرشاه افشار تاج‌گذاری کرد,"[{'text': 'تاج\u200cگذاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D8%A7%D8%AC%E2%80%8C%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C'}, {'text': 'نادرشاه افشار', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1%D8%B4%D8%A7%D9%87'}]",1736,3,8,https://fa.wikipedia.org/wiki/%D9%86%D8%A7%D8%AF%D8%B1%D8%B4%D8%A7%D9%87,https://en.wikipedia.org/wiki/Nader_Shah,Nader Shah,,,,,,
1115,7,3,بین ایران و امپراتوری عثمانی معاهده استانبول (۱۷۳۶) امضا شد,"[{'text': 'امپراتوری عثمانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'معاهده استانبول (۱۷۳۶)', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B9%D8%A7%D9%87%D8%AF%D9%87_%D8%A7%D8%B3%D8%AA%D8%A7%D9%86%D8%A8%D9%88%D9%84_(%DB%B1%DB%B7%DB%B3%DB%B6)'}]",1736,9,24,https://fa.wikipedia.org/wiki/%D8%A7%D9%85%D9%BE%D8%B1%D8%A7%D8%AA%D9%88%D8%B1%DB%8C_%D8%B9%D8%AB%D9%85%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Ottoman_Empire,Ottoman Empire,,,,,,
1117,9,5,نبرد تنگه خیبر,"[{'text': 'نبرد تنگه خیبر', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%AA%D9%86%DA%AF%D9%87_%D8%AE%DB%8C%D8%A8%D8%B1'}]",1738,11,26,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%D8%AA%D9%86%DA%AF%D9%87_%D8%AE%DB%8C%D8%A8%D8%B1,https://en.wikipedia.org/wiki/Battle_of_Khyber_Pass_(1738),Battle of Khyber Pass (1738),1.0,,,,,
1117,12,5,نبرد کرنال,"[{'text': 'نبرد کرنال', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%D9%86%D8%A7%D9%84'}]",1739,2,24,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%D9%86%D8%A7%D9%84,https://en.wikipedia.org/wiki/Battle_of_Karnal,Battle of Karnal,1.0,,,,,
1157,9,24,زمین‌لرزه کاشان,[],1778,12,15,,,Kashan earthquake,,,,,,
1160,7,23,آزادی اسیران بنی اسرائیل در بابل به فرمان کوروش بزرگ، پس از تسخیر این شهر,"[{'text': 'بنی اسرائیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%86%DB%8C%E2%80%8C%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'کوروش بزرگ', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%D9%88%D8%B1%D9%88%D8%B4_%D8%A8%D8%B2%D8%B1%DA%AF'}]",1781,10,14,https://fa.wikipedia.org/wiki/%D8%A8%D9%86%DB%8C%E2%80%8C%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84,https://en.wikipedia.org/wiki/Israelites,Israelites,,1.0,,,,
1160,12,22,ویلیام هرشل، سیاره اورانوس را کشف کرد.,"[{'text': 'اورانوس', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%88%D8%B1%D8%A7%D9%86%D9%88%D8%B3'}, {'text': 'ویلیام هرشل', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%DB%8C%D9%84%DB%8C%D8%A7%D9%85_%D9%87%D8%B1%D8%B4%D9%84'}]",1782,3,12,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%D9%84%DB%8C%D8%A7%D9%85_%D9%87%D8%B1%D8%B4%D9%84,https://en.wikipedia.org/wiki/William_Herschel,William Herschel,,,,1.0,,
1168,4,16,آغاز نبرد سپاه لطفعلی‌خان زند با سپاه آقامحمدخان قاجار در منطقه چمن هزار بیضا,"[{'text': 'لطفعلی\u200cخان زند', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D8%B7%D9%81%D8%B9%D9%84%DB%8C%E2%80%8C%D8%AE%D8%A7%D9%86_%D8%B2%D9%86%D8%AF'}]",1789,7,6,https://fa.wikipedia.org/wiki/%D9%84%D8%B7%D9%81%D8%B9%D9%84%DB%8C%E2%80%8C%D8%AE%D8%A7%D9%86_%D8%B2%D9%86%D8%AF,https://en.wikipedia.org/wiki/Lotf_Ali_Khan,Lotf Ali Khan,1.0,,,,,
1172,4,20,آقامحمدخان قاجار وارد شیراز شد.,"[{'text': 'آقامحمدخان قاجار', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1'}, {'text': 'شیراز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D8%B1%D8%A7%D8%B2'}]",1793,7,10,https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1,https://en.wikipedia.org/wiki/Agha_Mohammad_Khan_Qajar,Agha Mohammad Khan Qajar,,,,,,
1174,6,17,آغاز نبرد کرتسانیسی,"[{'text': 'نبرد کرتسانیسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%D8%AA%D8%B3%D8%A7%D9%86%DB%8C%D8%B3%DB%8C'}]",1795,9,8,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%D8%AA%D8%B3%D8%A7%D9%86%DB%8C%D8%B3%DB%8C,https://en.wikipedia.org/wiki/Battle_of_Krtsanisi,Battle of Krtsanisi,1.0,,,,,
1174,6,20,پایان نبرد کرتسانیسی,"[{'text': 'نبرد کرتسانیسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%D8%AA%D8%B3%D8%A7%D9%86%DB%8C%D8%B3%DB%8C'}]",1795,9,11,https://fa.wikipedia.org/wiki/%D9%86%D8%A8%D8%B1%D8%AF_%DA%A9%D8%B1%D8%AA%D8%B3%D8%A7%D9%86%DB%8C%D8%B3%DB%8C,https://en.wikipedia.org/wiki/Battle_of_Krtsanisi,Battle of Krtsanisi,1.0,,,,,
1176,3,28,قتل آقامحمدخان قاجار,"[{'text': 'آقامحمدخان قاجار', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1'}]",1797,6,17,https://fa.wikipedia.org/wiki/%D8%A2%D9%82%D8%A7%D9%85%D8%AD%D9%85%D8%AF%D8%AE%D8%A7%D9%86_%D9%82%D8%A7%D8%AC%D8%A7%D8%B1,https://en.wikipedia.org/wiki/Agha_Mohammad_Khan_Qajar,Agha Mohammad Khan Qajar,,,,,,
1176,3,28,آغاز پادشاهی فتحعلی شاه در تهران.,"[{'text': 'تهران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%87%D8%B1%D8%A7%D9%86'}, {'text': 'فتحعلی شاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D8%AD%D8%B9%D9%84%DB%8C%E2%80%8C%D8%B4%D8%A7%D9%87'}]",1797,6,17,https://fa.wikipedia.org/wiki/%D9%81%D8%AA%D8%AD%D8%B9%D9%84%DB%8C%E2%80%8C%D8%B4%D8%A7%D9%87,https://en.wikipedia.org/wiki/Fath-Ali_Shah_Qajar,Fath-Ali Shah Qajar,,,,,,
1183,4,1,آغاز جنگ ایران و روسیه (۱۸۱۳–۱۸۰۴),"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جنگ ایران و روسیه (۱۸۱۳–۱۸۰۴)', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B1%D9%88%D8%B3%DB%8C%D9%87_(%DB%B1%DB%B8%DB%B1%DB%B3%E2%80%93%DB%B1%DB%B8%DB%B0%DB%B4)'}]",1804,6,22,https://fa.wikipedia.org/wiki/%D8%AC%D9%86%DA%AF_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D9%88_%D8%B1%D9%88%D8%B3%DB%8C%D9%87_(%DB%B1%DB%B8%DB%B1%DB%B3%E2%80%93%DB%B1%DB%B8%DB%B0%DB%B4),https://en.wikipedia.org/wiki/Russo-Persian_War_(1804%E2%80%931813),<No English name found>,1.0,,,,,
